1.12976420	0.07148349	-2.72862887	-3.33662915	2.00769854	-0.92777127	1.08067369	-0.73004830	1.21213365	-1.00000000
1.08915043	0.29010707	-2.75264239	-3.44459033	1.84248495	-0.40134451	1.03164887	-0.82071644	1.22302854	1.00000000
2.13737202	1.91161108	-4.37089634	3.93651056	2.83210731	0.71137291	-2.57851887	0.50600803	0.78100920	0.00000000
0.70966130	1.81046712	-2.90711689	2.32669544	0.17770071	0.09777989	-0.05160683	0.01758903	0.13800000	0.00000000
1.23535740	2.46981573	-2.65756440	2.74575782	1.24298453	1.10890424	0.06845289	0.10699128	0.54699999	0.00000000
2.28521347	-0.70136988	-3.18483067	1.07596922	0.62459213	-0.59548712	-0.12825581	0.00410990	0.13800000	0.00000000
1.01974070	0.67810214	-3.61208248	-3.22180533	0.20722952	0.06180106	-0.12079976	-0.07408187	0.13800000	0.00000000
0.91596359	0.43552575	-2.70465112	-2.93001032	2.10845423	-0.05502865	1.38534272	-0.59082854	1.47455001	0.00000000
0.96164882	0.43603817	-3.86940718	-2.22320867	0.94301474	-0.01985286	-0.76033533	-0.10753490	0.54699999	0.00000000
0.67988616	1.23454058	0.69596243	1.26406908	1.50171423	-0.26164415	0.88738728	0.09377435	1.17916834	1.00000000
0.91024280	1.44714391	1.01738977	1.30724251	1.62614727	0.19103143	1.31108379	0.07828872	0.93957001	-1.00000000
0.61837000	1.47801852	0.36223614	-2.72774982	1.76199627	0.44331136	0.14232707	-0.30126464	1.67244995	1.00000000
0.63578719	1.63322592	0.25844446	-2.17206383	1.78715169	0.88304770	-0.18794300	-0.15582669	1.53444886	-1.00000000
0.62508404	1.62281585	0.28604341	1.43049395	0.86235112	0.41612738	-0.05047931	0.07130827	0.75023633	0.00000000
2.47576761	3.17828727	-0.98709559	2.63808107	0.64526111	0.51160842	-0.36477491	0.04558707	0.13957000	0.00000000
0.60424507	1.59987509	0.43298268	-1.58280313	0.68331164	0.30339947	0.13512415	-0.03160811	0.59632707	0.00000000
0.52884847	1.41017282	0.38770762	-0.96039516	0.79365927	0.10089340	0.10609363	-0.01720682	0.77984852	0.00000000
0.62759471	1.19803870	0.11986355	-2.38756895	1.07625043	-0.28242505	-0.38274792	-0.12175555	0.95772165	0.00000000
0.63996071	1.58619761	0.42888036	-2.45694232	0.93614680	0.39556378	0.17943995	-0.11220771	0.82165128	0.00000000
0.72812343	1.33337045	-0.11146796	-2.37342262	1.09516525	-0.02000218	-0.71187371	-0.10342973	0.82554531	0.00000000
1.93623555	0.89048308	-1.41752195	-2.46524215	2.04240918	-0.49818155	-1.90206861	-0.07539500	0.54745001	0.00000000
0.82389468	1.35559642	-0.20360115	-2.75566030	1.17767560	0.01631816	-0.84449816	-0.14953759	0.80691701	0.00000000
0.74220341	0.89130569	0.58355200	-0.53771651	1.14022052	-0.71409875	0.41487271	-0.00523198	0.78614187	0.00000000
2.43447757	0.96072447	-2.01420569	-0.20991457	0.67486638	-0.10740203	-0.65148240	0.00060464	0.13957000	0.00000000
0.82442975	0.82635468	0.63971335	1.03952038	0.77912247	-0.51248544	0.31593135	0.03060921	0.49360001	0.00000000
1.02788568	1.20032239	0.24262446	3.47772956	1.05732238	-0.23665453	-0.12563078	0.61781472	0.81513631	0.00000000
1.60334790	1.10495746	1.64934051	2.57654166	0.40445459	-0.06714086	0.37115985	0.04285086	0.13957000	0.00000000
0.54703146	1.28286982	0.21931964	-1.62554789	0.80510765	-0.09797121	-0.15703841	-0.04359994	0.78232849	0.00000000
1.58129978	0.22948349	1.28796506	0.39863417	0.43542308	-0.31152064	0.27028552	0.00375592	0.13957000	0.00000000
0.55532432	1.34378195	0.12965830	-0.98778522	0.79358971	-0.00252615	-0.28186512	-0.01718247	0.74164349	0.00000000
0.58333373	1.46945000	0.53473687	-1.29083586	1.10332131	0.24488232	0.42481536	-0.03628405	0.98770750	0.00000000
0.54657692	1.31429589	0.19745889	-1.54335117	0.51388037	-0.03104372	-0.12165720	-0.02516986	0.49766999	0.00000000
1.81130946	1.33002138	2.00999546	-2.05731297	0.49222189	-0.00431651	0.47183311	-0.01255096	0.13957000	0.00000000
2.31495333	-0.48456490	1.34881663	-3.23570585	0.58406538	-0.49404022	0.27782416	-0.04063026	0.13497999	0.00000000
2.97121859	4.21733189	0.22449704	-2.18621874	0.81426716	0.80164725	-0.02657096	-0.01438537	0.13957000	0.00000000
2.54725838	0.85054290	2.62280130	-3.12274814	0.67326272	-0.13815813	0.64289171	-0.03748925	0.13957000	0.00000000
