      8   5.101       233
  0.16155749E-01 -0.10802580E+01 -0.33051484E+00 -0.11547313E-01  0.11753113E+01 -0.30299321E+00 -0.31440662E+00  0.55489501E+00  0.93957000E+00  0.10168785E+01     1
  0.16155749E-01 -0.10802580E+01 -0.33051484E+00 -0.11547313E-01  0.30100032E+01  0.14848104E+00  0.71088489E+00  0.25697619E+01  0.13888985E+01  0.17499056E+01    -1
  0.16155749E-01 -0.10802580E+01 -0.33051484E+00 -0.11547313E-01  0.16137108E+01 -0.61042453E+00  0.71300294E+00 -0.44096347E+00  0.12363747E+01  0.10603122E+01     1
  0.16155749E-01 -0.10802580E+01 -0.33051484E+00 -0.11547313E-01  0.67941163E+01 -0.15236015E+00 -0.19332122E+00 -0.66508132E+01  0.13660576E+01  0.39949726E+01    -1
  0.16155749E-01 -0.10802580E+01 -0.33051484E+00 -0.11547313E-01  0.10355295E+02 -0.41816573E-01  0.73348862E-01 -0.10294672E+02  0.11156800E+01  0.74414356E+01     1
  0.16155749E-01 -0.10802580E+01 -0.33051484E+00 -0.11547313E-01  0.19411596E+01 -0.36023413E+00  0.34368590E+00  0.17048001E+01  0.78349766E+00  0.19982008E+01     0
  0.16155749E-01 -0.10802580E+01 -0.33051484E+00 -0.11547313E-01  0.16887726E+00 -0.24911072E-01  0.74032758E-01  0.54206410E-01  0.13957000E+00  0.98414179E+00     0
  0.16155749E-01 -0.10802580E+01 -0.33051484E+00 -0.11547313E-01  0.87292899E+00  0.19439766E+00 -0.50248517E+00  0.47333688E+00  0.49767000E+00  0.14193812E+01     0
  0.16155749E-01 -0.10802580E+01 -0.33051484E+00 -0.11547313E-01  0.13786053E+01 -0.72235245E+00 -0.11153256E+01 -0.33960027E+00  0.13957000E+00  0.79181706E+01     0
  0.16155749E-01 -0.10802580E+01 -0.33051484E+00 -0.11547313E-01  0.47279885E+01  0.55391961E+00  0.16910926E+00 -0.45934898E+01  0.95828050E+00  0.39632159E+01     0
  0.16155749E-01 -0.10802580E+01 -0.33051484E+00 -0.11547313E-01  0.31077458E+01 -0.37199943E+00  0.60811365E+00 -0.29836593E+01  0.49767000E+00  0.50118289E+01     0
  0.16155749E-01 -0.10802580E+01 -0.33051484E+00 -0.11547313E-01  0.77772705E+01  0.43497406E+00  0.97047212E-02 -0.77491267E+01  0.49767000E+00  0.12518047E+02     0
  0.16155749E-01 -0.10802580E+01 -0.33051484E+00 -0.11547313E-01  0.12752968E+02 -0.73435079E-01  0.76555457E-01 -0.12711607E+02  0.10207769E+01  0.10010871E+02     0
  0.16155749E-01 -0.10802580E+01 -0.33051484E+00 -0.11547313E-01  0.22019590E+02 -0.44700341E+00 -0.29797604E+00 -0.21992190E+02  0.95777117E+00  0.18408516E+02     0
  0.16155749E-01 -0.10802580E+01 -0.33051484E+00 -0.11547313E-01  0.73423998E+00  0.33427623E-01  0.41164603E+00  0.59187742E+00  0.13498000E+00  0.43678522E+01     0
  0.16155749E-01 -0.10802580E+01 -0.33051484E+00 -0.11547313E-01  0.84818725E+01  0.50576293E+00 -0.21532909E+00  0.84628906E+01  0.13957000E+00  0.48633323E+02     0
  0.16155749E-01 -0.10802580E+01 -0.33051484E+00 -0.11547313E-01  0.31010888E+01 -0.47825701E+00  0.91829791E-01  0.29424058E+01  0.84961000E+00  0.29361673E+01     0
  0.16155749E-01 -0.10802580E+01 -0.33051484E+00 -0.11547313E-01  0.18645077E+01  0.75497412E+00 -0.46962499E+00 -0.14402456E+01  0.78201547E+00  0.19235428E+01     0
  0.16155749E-01 -0.10802580E+01 -0.33051484E+00 -0.11547313E-01  0.62499899E+00 -0.16771510E+00 -0.24154127E+00 -0.23765051E+00  0.49767000E+00  0.10208359E+01     0
  0.16155749E-01 -0.10802580E+01 -0.33051484E+00 -0.11547313E-01  0.47935984E+01  0.22995222E+01 -0.16146065E+01 -0.38522965E+01  0.49360000E+00  0.77853589E+01     0
  0.16155749E-01 -0.10802580E+01 -0.33051484E+00 -0.11547313E-01  0.20840994E+02 -0.14871543E+01  0.46030886E+00 -0.20782301E+02  0.13957000E+00  0.11947446E+03     0
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.19616989E+01 -0.12163587E+00  0.15333860E+01 -0.77421098E+00  0.93957000E+00  0.16868908E+01    -1
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.20308810E+02  0.35104569E+00 -0.17885261E+00  0.20257849E+02  0.13827834E+01  0.11766121E+02     1
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.71287407E+01  0.40208170E+00 -0.67471991E+00  0.69834207E+01  0.11974400E+01  0.47792498E+01    -1
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.12933049E+01  0.37574983E+00  0.57278668E+00 -0.76506414E+00  0.78615636E+00  0.13326747E+01     0
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.81710706E+00  0.26752002E+00 -0.24824505E+00 -0.51911834E+00  0.51476939E+00  0.12864569E+01     0
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.50923202E+00  0.23349387E+00  0.31223656E+00  0.29635521E+00  0.13957000E+00  0.29354581E+01     0
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.14316365E+01 -0.27148419E+00  0.10543594E+01 -0.72598620E+00  0.58064582E+00  0.19890704E+01     0
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.42954818E+01  0.27699988E-01  0.30413780E+00  0.41811114E+01  0.93605757E+00  0.36877219E+01     0
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.18281017E+01 -0.44351837E+00  0.47170362E+00  0.16367963E+01  0.49360000E+00  0.29794835E+01     0
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.62867490E+01  0.25604986E+00 -0.68457990E+00  0.62245772E+01  0.49360000E+00  0.10205816E+02     0
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.72086099E+01 -0.12699876E+01  0.29870305E-01  0.70783204E+01  0.49767000E+00  0.11604371E+02     0
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.19179462E+01 -0.55889853E-01 -0.55716070E+00  0.17655851E+01  0.49767000E+00  0.30996768E+01     0
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.67020112E+01  0.32942691E-02 -0.35333751E+00  0.66382356E+01  0.85201202E+00  0.63094752E+01     0
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.41182575E+01 -0.19945672E+00  0.35975802E+00  0.40330460E+01  0.72482825E+00  0.45619567E+01     0
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.51074160E+01  0.49635468E-01 -0.15693594E+00  0.50510674E+01  0.73846025E+00  0.55496394E+01     0
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.78215421E+01 -0.48281336E+00 -0.18524846E+00  0.77695925E+01  0.73656409E+00  0.85117610E+01     0
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.79974078E+00 -0.29249070E+00 -0.14211554E+00 -0.53494135E+00  0.49767000E+00  0.13021718E+01     0
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.16175754E+01  0.18014675E+00 -0.10087573E+01  0.92326614E+00  0.84503586E+00  0.15479630E+01     0
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.15871706E+01  0.12785405E+01 -0.32134762E+00 -0.66250202E+00  0.58503975E+00  0.21869380E+01     0
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.66926271E+00 -0.10794096E-01 -0.60379710E+00 -0.25247840E+00  0.13957000E+00  0.38527365E+01     0
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.12226452E+01  0.66184206E+00  0.89608973E-01 -0.80358552E+00  0.63485973E+00  0.15572765E+01     0
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.68442383E+00  0.56788059E-01 -0.27059309E-01 -0.46993396E+00  0.49360000E+00  0.11258726E+01     0
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.91440358E+00  0.75195589E+00 -0.15172597E+00 -0.24956146E-03  0.49767000E+00  0.14864912E+01     0
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.57832384E+01  0.89500853E+00 -0.23604703E+00 -0.56275855E+01  0.95883773E+00  0.48418030E+01     0
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.49599962E+01  0.53990262E+00 -0.14251593E-01 -0.48423651E+01  0.92809703E+00  0.42920075E+01     0
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.95427115E+01 -0.92623140E+00 -0.48385778E+00 -0.94722566E+01  0.49767000E+00  0.15356418E+02     0
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.30929765E+02 -0.20609125E+00 -0.14571173E+01 -0.30884614E+02  0.79075952E+00  0.31307793E+02     0
  0.16595732E-01  0.16209370E+01 -0.16151495E+01  0.60879849E-02  0.75682448E+00  0.17468517E-01  0.36957147E+00  0.64530247E+00  0.13957000E+00  0.43546310E+01     0
