1	 8.03800011	 98	 1120	 9904.38867188	 95.76401520	 0.99042380
2	 6.89200020	 144	 1763	 14767.00976562	 77.81014252	 0.99475843
3	 5.35799980	 215	 2323	 21725.74804688	 269.42953491	 0.98775053
4	 10.40699959	 38	 484	 3827.87939453	 3.87263203	 0.99898934
5	 7.51000023	 113	 1227	 11470.07421875	 37.78018951	 0.99671698
6	 13.99199963	 4	 43	 440.76785278	 3.40040946	 0.99234432
7	 4.91699982	 243	 2781	 24696.91210938	 206.27041626	 0.99171716
8	 14.07400036	 5	 31	 528.24346924	 0.00000000	 1.00000000
9	 8.64400005	 131	 1682	 13444.18750000	 27.37575912	 0.99796790
10	 11.71800041	 21	 209	 2169.69580078	 0.00000000	 1.00000000
11	 10.91300011	 39	 338	 3999.16381836	 4.29012728	 0.99892843
12	 8.44099998	 92	 1033	 9339.54589844	 79.75742340	 0.99153250
13	 11.30900002	 23	 185	 2400.43505859	 0.00000000	 1.00000000
14	 1.80299997	 358	 4377	 36438.66406250	 398.73382568	 0.98917586
15	 10.91199970	 41	 423	 4310.73828125	 0.00000000	 1.00000000
16	 7.46799994	 128	 1658	 12985.97460938	 38.22436905	 0.99706513
17	 12.21399975	 14	 162	 1448.40197754	 0.00000000	 1.00000000
18	 15.02999973	 3	 13	 345.86941528	 0.00000000	 1.00000000
19	 4.66300011	 250	 3104	 25518.25781250	 196.89544678	 0.99234325
20	 3.44499993	 326	 4093	 33035.54296875	 339.61999512	 0.98982412
